Date,AAPL,MSFT,SPY
2019-11-21,64.54376983642578,146.68350219726562,300.1556396484375
2019-11-22,64.48710632324219,146.7914581298828,300.8231506347656
2019-11-25,65.61780548095703,148.40077209472656,303.15460205078125
2019-11-26,65.10541534423828,149.18582153320312,303.8414001464844
2019-11-27,65.97992706298828,149.47039794921875,305.1958312988281
2019-11-29,65.83458709716797,148.54800415039062,304.0639343261719
2019-12-02,65.0733871459961,146.75221252441406,301.4809875488281
2019-12-03,63.91313552856445,146.51666259765625,299.4591064453125
2019-12-04,64.47724914550781,147.04660034179688,301.3068542480469
2019-12-05,65.42321014404297,147.12509155273438,301.8486022949219
2019-12-06,66.68692779541016,148.91104125976562,304.60565185546875
2019-12-09,65.75330352783203,148.52835083007812,303.6479797363281
2019-12-10,66.13758850097656,148.3026580810547,303.3093566894531
2019-12-11,66.70171356201172,148.86196899414062,304.17034912109375
2019-12-12,66.87168884277344,150.37318420410156,306.7920227050781
2019-12-13,67.78068542480469,151.6390380859375,306.9758605957031
2019-12-16,68.9409408569336,152.62033081054688,309.0847473144531
2019-12-17,69.0764389038086,151.79605102539062,309.1524658203125
2019-12-18,68.91138458251953,151.48202514648438,309.1718444824219
2019-12-19,68.98035430908203,152.79698181152344,310.43914794921875
2019-12-20,68.83749389648438,154.4651641845703,311.8001708984375
2019-12-23,69.96080017089844,154.4651641845703,312.2765197753906
2019-12-24,70.02730560302734,154.4357452392578,312.2862243652344
2019-12-26,71.41667938232422,155.70159912109375,313.9486083984375
2019-12-27,71.38957214355469,155.98617553710938,313.87078857421875
2019-12-30,71.81327819824219,154.64178466796875,312.14044189453125
2019-12-31,72.3379898071289,154.74977111816406,312.8986511230469
2020-01-02,73.98847198486328,157.61512756347656,315.8249206542969
2020-01-03,73.26914978027344,155.6525115966797,313.4333801269531
2020-01-06,73.85297393798828,156.05484008789062,314.6291809082031
2020-01-07,73.50565338134766,154.63198852539062,313.7444763183594
2020-01-08,74.6880874633789,157.0950469970703,315.41656494140625
2020-01-09,76.2745132446289,159.0576171875,317.5553283691406
